,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,195.960007,195.960007,2016-12-30,195.960007,195.960007,195.960007,LNKD,000
1,195.960007,195.960007,2016-12-29,195.960007,195.960007,195.960007,LNKD,000
2,195.960007,195.960007,2016-12-28,195.960007,195.960007,195.960007,LNKD,000
3,195.960007,195.960007,2016-12-27,195.960007,195.960007,195.960007,LNKD,000
4,195.960007,195.960007,2016-12-23,195.960007,195.960007,195.960007,LNKD,000
5,195.960007,195.960007,2016-12-22,195.960007,195.960007,195.960007,LNKD,000
6,195.960007,195.960007,2016-12-21,195.960007,195.960007,195.960007,LNKD,000
7,195.960007,195.960007,2016-12-20,195.960007,195.960007,195.960007,LNKD,000
8,195.960007,195.960007,2016-12-19,195.960007,195.960007,195.960007,LNKD,000
9,195.960007,195.960007,2016-12-16,195.960007,195.960007,195.960007,LNKD,000
10,195.960007,195.960007,2016-12-15,195.960007,195.960007,195.960007,LNKD,000
11,195.960007,195.960007,2016-12-14,195.960007,195.960007,195.960007,LNKD,000
12,195.960007,195.960007,2016-12-13,195.960007,195.960007,195.960007,LNKD,000
13,195.960007,195.960007,2016-12-12,195.960007,195.960007,195.960007,LNKD,000
14,195.960007,195.960007,2016-12-09,195.960007,195.960007,195.960007,LNKD,000
15,195.960007,195.960007,2016-12-08,195.960007,195.960007,195.960007,LNKD,000
16,195.960007,195.960007,2016-12-07,195.979996,195.940002,195.949997,LNKD,2891000
17,195.940002,195.940002,2016-12-06,195.949997,195.259995,195.279999,LNKD,4003400
18,195.25,195.25,2016-12-05,195.399994,195.25,195.25,LNKD,1184900
19,195.199997,195.199997,2016-12-02,195.350006,195.169998,195.25,LNKD,1519700
20,195.309998,195.309998,2016-12-01,195.399994,195.139999,195.220001,LNKD,1582900
21,195.240005,195.240005,2016-11-30,195.440002,195.00,195.00,LNKD,1637500
22,195.029999,195.029999,2016-11-29,195.149994,195.029999,195.050003,LNKD,569300
23,195.119995,195.119995,2016-11-28,195.149994,194.970001,195.009995,LNKD,1626500
24,195.149994,195.149994,2016-11-25,195.149994,194.919998,194.949997,LNKD,430200
25,194.919998,194.919998,2016-11-23,195.360001,193.600006,193.630005,LNKD,2588300
26,193.720001,193.720001,2016-11-22,194.059998,193.580002,193.600006,LNKD,1045900
27,193.539993,193.539993,2016-11-21,193.990005,193.50,193.50,LNKD,1168900
28,193.639999,193.639999,2016-11-18,193.830002,193.039993,193.119995,LNKD,1029000
29,193.350006,193.350006,2016-11-17,193.610001,193.229996,193.25,LNKD,1026800
30,193.470001,193.470001,2016-11-16,193.50,193.100006,193.350006,LNKD,2828300
31,191.050003,191.050003,2016-11-15,191.660004,189.360001,190.559998,LNKD,1264600
32,190.529999,190.529999,2016-11-14,191.440002,190.059998,191.00,LNKD,1462100
33,191.440002,191.440002,2016-11-11,191.779999,190.600006,191.00,LNKD,837300
34,191.00,191.00,2016-11-10,191.300003,190.270004,190.800003,LNKD,1162500
35,191.009995,191.009995,2016-11-09,191.649994,190.949997,191.00,LNKD,835900
36,191.320007,191.320007,2016-11-08,191.899994,189.710007,189.710007,LNKD,1377900
37,190.119995,190.119995,2016-11-07,190.25,188.059998,188.130005,LNKD,1678700
38,187.600006,187.600006,2016-11-04,188.580002,187.350006,188.25,LNKD,1173800
39,188.229996,188.229996,2016-11-03,188.600006,188.130005,188.300003,LNKD,886000
40,188.50,188.50,2016-11-02,189.309998,188.259995,188.839996,LNKD,828600
41,188.979996,188.979996,2016-11-01,189.399994,188.679993,189.399994,LNKD,827600
42,189.600006,189.600006,2016-10-31,189.740005,189.220001,189.520004,LNKD,905800
43,189.50,189.50,2016-10-28,189.550003,188.660004,189.00,LNKD,1560100
44,188.630005,188.630005,2016-10-27,189.300003,188.539993,189.179993,LNKD,712500
45,189.289993,189.289993,2016-10-26,189.580002,188.800003,189.479996,LNKD,1843700
46,189.300003,189.300003,2016-10-25,190.25,189.289993,190.190002,LNKD,863100
47,189.850006,189.850006,2016-10-24,190.360001,189.119995,190.199997,LNKD,1028600
48,190.119995,190.119995,2016-10-21,190.479996,190.119995,190.399994,LNKD,692900
49,190.399994,190.399994,2016-10-20,190.509995,190.259995,190.399994,LNKD,504700
50,190.399994,190.399994,2016-10-19,190.639999,190.300003,190.470001,LNKD,716100
51,190.380005,190.380005,2016-10-18,190.789993,190.380005,190.580002,LNKD,1021200
52,190.449997,190.449997,2016-10-17,190.990005,190.449997,190.910004,LNKD,625800
53,190.740005,190.740005,2016-10-14,191.289993,190.25,190.50,LNKD,1674900
54,190.559998,190.559998,2016-10-13,191.070007,190.330002,190.550003,LNKD,670600
55,190.470001,190.470001,2016-10-12,190.850006,190.259995,190.389999,LNKD,837300
56,190.339996,190.339996,2016-10-11,190.970001,190.25,190.75,LNKD,1373300
57,190.710007,190.710007,2016-10-10,191.789993,190.710007,191.199997,LNKD,1714200
58,191.179993,191.179993,2016-10-07,191.770004,190.830002,191.699997,LNKD,1130400
59,191.75,191.75,2016-10-06,192.179993,191.490005,192.050003,LNKD,897200
60,192.210007,192.210007,2016-10-05,192.449997,192.020004,192.199997,LNKD,776000
61,192.229996,192.229996,2016-10-04,192.410004,191.660004,191.889999,LNKD,1242300
62,191.949997,191.949997,2016-10-03,192.130005,191.149994,191.149994,LNKD,1250400
63,191.119995,191.119995,2016-09-30,191.529999,190.789993,190.789993,LNKD,2150800
64,190.869995,190.869995,2016-09-29,192.580002,190.740005,192.259995,LNKD,3023700
65,192.289993,192.289993,2016-09-28,192.630005,192.199997,192.199997,LNKD,962800
66,192.199997,192.199997,2016-09-27,193.220001,191.669998,193.00,LNKD,5282500
67,193.039993,193.039993,2016-09-26,194.270004,192.550003,192.649994,LNKD,2258100
68,192.789993,192.789993,2016-09-23,192.789993,192.419998,192.419998,LNKD,974500
69,192.479996,192.479996,2016-09-22,192.610001,192.350006,192.449997,LNKD,1089800
70,192.399994,192.399994,2016-09-21,192.570007,192.25,192.300003,LNKD,1293300
71,192.50,192.50,2016-09-20,192.50,192.020004,192.25,LNKD,2531900
72,192.199997,192.199997,2016-09-19,192.550003,192.199997,192.380005,LNKD,1084500
73,192.399994,192.399994,2016-09-16,192.550003,192.289993,192.440002,LNKD,1195800
74,192.589996,192.589996,2016-09-15,192.740005,192.389999,192.699997,LNKD,1097100
75,192.889999,192.889999,2016-09-14,192.889999,192.580002,192.669998,LNKD,1232900
76,192.660004,192.660004,2016-09-13,192.789993,192.610001,192.75,LNKD,657400
77,192.800003,192.800003,2016-09-12,192.850006,192.490005,192.669998,LNKD,702100
78,192.740005,192.740005,2016-09-09,192.880005,192.619995,192.850006,LNKD,1414800
79,192.850006,192.850006,2016-09-08,192.880005,192.759995,192.789993,LNKD,417200
80,192.809998,192.809998,2016-09-07,192.869995,192.699997,192.720001,LNKD,730500
81,192.789993,192.789993,2016-09-06,192.899994,192.600006,192.729996,LNKD,995600
82,192.800003,192.800003,2016-09-02,192.830002,192.610001,192.740005,LNKD,432000
83,192.729996,192.729996,2016-09-01,192.830002,192.410004,192.550003,LNKD,881000
84,192.75,192.75,2016-08-31,192.75,192.259995,192.279999,LNKD,1101200
85,192.300003,192.300003,2016-08-30,192.380005,192.179993,192.289993,LNKD,519500
86,192.279999,192.279999,2016-08-29,192.600006,192.279999,192.419998,LNKD,502600
87,192.50,192.50,2016-08-26,192.509995,191.929993,191.970001,LNKD,1128300
88,191.899994,191.899994,2016-08-25,192.279999,191.899994,191.899994,LNKD,1257100
89,191.899994,191.899994,2016-08-24,192.179993,191.820007,191.820007,LNKD,1158300
90,191.820007,191.820007,2016-08-23,191.910004,191.690002,191.800003,LNKD,1324800
91,191.770004,191.770004,2016-08-22,191.850006,191.399994,191.399994,LNKD,712600
92,191.50,191.50,2016-08-19,191.610001,191.25,191.309998,LNKD,889000
93,191.360001,191.360001,2016-08-18,191.539993,191.220001,191.259995,LNKD,633400
94,191.399994,191.399994,2016-08-17,191.490005,190.949997,191.00,LNKD,932800
95,191.00,191.00,2016-08-16,191.350006,190.449997,190.559998,LNKD,1571800
96,191.059998,191.059998,2016-08-15,191.669998,190.960007,191.520004,LNKD,1153000
97,191.610001,191.610001,2016-08-12,191.860001,191.350006,191.860001,LNKD,1639600
98,191.800003,191.800003,2016-08-11,192.00,191.759995,191.919998,LNKD,900500
99,192.00,192.00,2016-08-10,192.199997,191.75,191.880005,LNKD,910200
100,191.899994,191.899994,2016-08-09,192.00,191.75,191.789993,LNKD,1011400
101,191.759995,191.759995,2016-08-08,192.330002,191.679993,192.240005,LNKD,1175800
102,192.149994,192.149994,2016-08-05,192.589996,192.110001,192.25,LNKD,1461800
103,192.009995,192.009995,2016-08-04,192.690002,192.009995,192.479996,LNKD,1065300
104,192.259995,192.259995,2016-08-03,192.759995,192.160004,192.399994,LNKD,786700
105,192.520004,192.520004,2016-08-02,193.009995,192.320007,193.009995,LNKD,998400
106,193.089996,193.089996,2016-08-01,193.160004,192.75,192.899994,LNKD,516900
