,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,62.139999,62.139999,2016-12-30,62.990002,62.029999,62.959999,MSFT,25465900
1,62.900002,62.900002,2016-12-29,63.200001,62.73,62.860001,MSFT,10181600
2,62.990002,62.990002,2016-12-28,63.400002,62.830002,63.400002,MSFT,14247400
3,63.279999,63.279999,2016-12-27,64.07,63.209999,63.209999,MSFT,11583900
4,63.240002,63.240002,2016-12-23,63.540001,62.799999,63.450001,MSFT,12398000
5,63.549999,63.549999,2016-12-22,64.099998,63.41,63.84,MSFT,22155200
6,63.540001,63.540001,2016-12-21,63.700001,63.119999,63.43,MSFT,17071800
7,63.540001,63.540001,2016-12-20,63.799999,63.029999,63.689999,MSFT,25389900
8,63.619999,63.619999,2016-12-19,63.77,62.419998,62.560001,MSFT,33182800
9,62.299999,62.299999,2016-12-16,62.950001,62.119999,62.950001,MSFT,42204700
10,62.580002,62.580002,2016-12-15,63.150002,62.299999,62.700001,MSFT,27655900
11,62.68,62.68,2016-12-14,63.450001,62.529999,63.00,MSFT,29272800
12,62.98,62.98,2016-12-13,63.419998,62.240002,62.50,MSFT,35046300
13,62.169998,62.169998,2016-12-12,62.299999,61.720001,61.82,MSFT,20057000
14,61.970001,61.970001,2016-12-09,61.990002,61.130001,61.18,MSFT,26670800
15,61.009998,61.009998,2016-12-08,61.580002,60.84,61.299999,MSFT,21043400
16,61.369999,61.369999,2016-12-07,61.380001,59.799999,60.009998,MSFT,29769100
17,59.950001,59.950001,2016-12-06,60.459999,59.799999,60.43,MSFT,19850100
18,60.220001,60.220001,2016-12-05,60.59,59.560001,59.700001,MSFT,23126500
19,59.25,59.25,2016-12-02,59.470001,58.799999,59.080002,MSFT,25384900
20,59.200001,59.200001,2016-12-01,60.150002,58.939999,60.110001,MSFT,33917000
21,60.259998,60.259998,2016-11-30,61.18,60.220001,60.860001,MSFT,33783900
22,61.09,61.09,2016-11-29,61.41,60.52,60.650002,MSFT,22010800
23,60.610001,60.610001,2016-11-28,61.02,60.209999,60.34,MSFT,20603800
24,60.529999,60.529999,2016-11-25,60.529999,60.130001,60.299999,MSFT,8370500
25,60.400002,60.400002,2016-11-23,61.099998,60.25,61.009998,MSFT,21847200
26,61.119999,61.119999,2016-11-22,61.259998,60.810001,60.98,MSFT,22645300
27,60.860001,60.860001,2016-11-21,60.970001,60.419998,60.50,MSFT,19563200
28,60.349998,60.349998,2016-11-18,61.139999,60.299999,60.779999,MSFT,26580600
29,60.639999,60.639999,2016-11-17,60.950001,59.970001,60.41,MSFT,31463700
30,59.650002,59.650002,2016-11-16,59.66,58.810001,58.939999,MSFT,26851400
31,58.869999,58.869999,2016-11-15,59.490002,58.32,58.330002,MSFT,34764300
32,57.73,58.119999,2016-11-14,59.080002,57.279999,59.02,MSFT,41328400
33,58.623963,59.02,2016-11-11,59.119999,58.009998,58.23,MSFT,38767800
34,58.30611,58.700001,2016-11-10,60.490002,57.630001,60.48,MSFT,57822400
35,59.766244,60.169998,2016-11-09,60.59,59.200001,60.00,MSFT,49632500
36,60.064234,60.470001,2016-11-08,60.779999,60.150002,60.549999,MSFT,22935400
37,60.014566,60.419998,2016-11-07,60.52,59.779999,59.779999,MSFT,31664800
38,58.316041,58.709999,2016-11-04,59.279999,58.52,58.650002,MSFT,28697000
39,58.812686,59.209999,2016-11-03,59.639999,59.110001,59.529999,MSFT,21600400
40,59.031211,59.43,2016-11-02,59.93,59.299999,59.82,MSFT,22147000
41,59.398727,59.799999,2016-11-01,60.02,59.25,59.970001,MSFT,24533000
42,59.517921,59.919998,2016-10-31,60.419998,59.919998,60.16,MSFT,26434700
