Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
806.070007,806.070007,2017-01-18,806.205017,800.98999,805.809998,GOOG,1293300
804.609985,804.609985,2017-01-17,807.140015,800.369995,807.080017,GOOG,1355800
807.880005,807.880005,2017-01-13,811.223999,806.690002,807.47998,GOOG,1090100
806.359985,806.359985,2017-01-12,807.390015,799.169983,807.140015,GOOG,1351000
807.909973,807.909973,2017-01-11,808.150024,801.369995,805.00,GOOG,1057900
804.789978,804.789978,2017-01-10,809.130005,803.51001,807.859985,GOOG,1174300
806.650024,806.650024,2017-01-09,809.966003,802.830017,806.400024,GOOG,1272400
806.150024,806.150024,2017-01-06,807.900024,792.203979,795.26001,GOOG,1620500
794.02002,794.02002,2017-01-05,794.47998,785.02002,786.080017,GOOG,1315400
786.900024,786.900024,2017-01-04,791.340027,783.159973,788.359985,GOOG,1065400
786.140015,786.140015,2017-01-03,789.630005,775.799988,778.809998,GOOG,1643100
771.820007,771.820007,2016-12-30,782.780029,770.409973,782.75,GOOG,1760200
782.789978,782.789978,2016-12-29,785.929993,778.919983,783.330017,GOOG,742200
785.049988,785.049988,2016-12-28,794.22998,783.200012,793.700012,GOOG,1132700
791.549988,791.549988,2016-12-27,797.859985,787.656982,790.679993,GOOG,789100
789.909973,789.909973,2016-12-23,792.73999,787.280029,790.900024,GOOG,623400
791.26001,791.26001,2016-12-22,793.320007,788.580017,792.359985,GOOG,969100
794.559998,794.559998,2016-12-21,796.676025,787.099976,795.840027,GOOG,1208700
796.419983,796.419983,2016-12-20,798.650024,793.27002,796.76001,GOOG,925100
794.200012,794.200012,2016-12-19,797.659973,786.27002,790.219971,GOOG,1225900
790.799988,790.799988,2016-12-16,800.856018,790.289978,800.400024,GOOG,2428300
797.849976,797.849976,2016-12-15,803.00,792.919983,797.340027,GOOG,1623700
797.070007,797.070007,2016-12-14,804.00,794.01001,797.400024,GOOG,1664500
796.099976,796.099976,2016-12-13,804.380005,793.340027,793.900024,GOOG,2119800
789.27002,789.27002,2016-12-12,791.25,784.35498,785.039978,GOOG,2097100
789.289978,789.289978,2016-12-09,789.429993,779.020996,780.00,GOOG,1780500
776.419983,776.419983,2016-12-08,778.179993,767.22998,772.47998,GOOG,1448200
771.190002,771.190002,2016-12-07,771.359985,755.799988,761.00,GOOG,1750800
759.109985,759.109985,2016-12-06,768.830017,757.340027,764.72998,GOOG,1632800
762.52002,762.52002,2016-12-05,763.900024,752.900024,757.710022,GOOG,1382900
750.50,750.50,2016-12-02,754.00,743.099976,744.590027,GOOG,1448700
747.919983,747.919983,2016-12-01,759.849976,737.025024,757.440002,GOOG,2996900
758.039978,758.039978,2016-11-30,772.98999,754.830017,770.070007,GOOG,2365800
770.840027,770.840027,2016-11-29,778.50,768.23999,771.530029,GOOG,1604500
768.23999,768.23999,2016-11-28,779.530029,759.799988,760.00,GOOG,2172200
761.679993,761.679993,2016-11-25,765.00,760.52002,764.26001,GOOG,586000
760.98999,760.98999,2016-11-23,768.28302,755.25,767.72998,GOOG,1477400
768.27002,768.27002,2016-11-22,776.960022,767.00,772.630005,GOOG,1591800
769.200012,769.200012,2016-11-21,769.700012,760.599976,762.609985,GOOG,1323000
760.539978,760.539978,2016-11-18,775.00,760.00,771.369995,GOOG,1526200
771.22998,771.22998,2016-11-17,772.700012,764.22998,766.919983,GOOG,1287000
764.47998,764.47998,2016-11-16,766.359985,750.51001,755.200012,GOOG,1465200
758.48999,758.48999,2016-11-15,764.416016,746.969971,746.969971,GOOG,2341200
736.080017,736.080017,2016-11-14,757.849976,727.539978,755.599976,GOOG,3631700
754.02002,754.02002,2016-11-11,760.780029,750.380005,756.539978,GOOG,2394000
762.559998,762.559998,2016-11-10,791.169983,752.179993,791.169983,GOOG,4740100
785.309998,785.309998,2016-11-09,791.22699,771.669983,779.940002,GOOG,2602700
790.51001,790.51001,2016-11-08,795.632996,780.190002,783.400024,GOOG,1350800
782.52002,782.52002,2016-11-07,785.190002,772.549988,774.50,GOOG,1585100
762.02002,762.02002,2016-11-04,770.359985,750.560974,750.659973,GOOG,2134800
762.130005,762.130005,2016-11-03,769.950012,759.030029,767.25,GOOG,1943200
768.700012,768.700012,2016-11-02,781.650024,763.450012,778.200012,GOOG,1872400
783.609985,783.609985,2016-11-01,789.48999,775.539978,782.890015,GOOG,2406400
784.539978,784.539978,2016-10-31,796.859985,784.00,795.469971,GOOG,2427300
795.369995,795.369995,2016-10-28,815.48999,793.590027,808.349976,GOOG,4269900
795.349976,795.349976,2016-10-27,803.48999,791.50,801.00,GOOG,2749200
799.070007,799.070007,2016-10-26,806.97998,796.320007,806.340027,GOOG,1647700
807.669983,807.669983,2016-10-25,816.679993,805.140015,816.679993,GOOG,1576400
813.109985,813.109985,2016-10-24,815.179993,804.820007,804.900024,GOOG,1697500
799.369995,799.369995,2016-10-21,799.50,794.00,795.00,GOOG,1266200
796.969971,796.969971,2016-10-20,803.969971,796.030029,803.299988,GOOG,1757500
801.50,801.50,2016-10-19,804.599976,798.030029,798.23999,GOOG,1766800
795.26001,795.26001,2016-10-18,801.609985,785.565002,787.849976,GOOG,2056900
779.960022,779.960022,2016-10-17,785.849976,777.50,779.799988,GOOG,1093000
778.530029,778.530029,2016-10-14,783.950012,776.00,781.650024,GOOG,852500
778.190002,778.190002,2016-10-13,781.219971,773.00,781.219971,GOOG,1365300
786.140015,786.140015,2016-10-12,788.130005,782.059998,783.76001,GOOG,937400
783.070007,783.070007,2016-10-11,792.280029,780.580017,786.659973,GOOG,1372500
785.940002,785.940002,2016-10-10,789.380005,775.869995,777.710022,GOOG,1174900
775.080017,775.080017,2016-10-07,779.659973,770.75,779.659973,GOOG,933200
776.859985,776.859985,2016-10-06,780.47998,775.539978,779.00,GOOG,1070700
776.469971,776.469971,2016-10-05,782.070007,775.650024,779.309998,GOOG,1461200
776.429993,776.429993,2016-10-04,778.710022,772.890015,776.030029,GOOG,1201400
772.559998,772.559998,2016-10-03,776.065002,769.50,774.25,GOOG,1278800
777.289978,777.289978,2016-09-30,780.940002,774.090027,776.330017,GOOG,1585300
775.01001,775.01001,2016-09-29,785.799988,774.231995,781.440002,GOOG,1314700
781.559998,781.559998,2016-09-28,781.809998,774.969971,777.849976,GOOG,1109800
783.01001,783.01001,2016-09-27,785.98999,774.307983,775.50,GOOG,1153200
774.210022,774.210022,2016-09-26,782.73999,773.070007,782.73999,GOOG,1533200
786.900024,786.900024,2016-09-23,788.929993,784.150024,786.590027,GOOG,1411900
787.210022,787.210022,2016-09-22,789.849976,778.440002,780.00,GOOG,1486200
776.219971,776.219971,2016-09-21,777.159973,768.301025,772.659973,GOOG,1167800
771.409973,771.409973,2016-09-20,773.330017,768.530029,769.00,GOOG,978600
765.700012,765.700012,2016-09-19,774.00,764.440979,772.419983,GOOG,1172800
768.880005,768.880005,2016-09-16,769.75,764.659973,769.75,GOOG,2049300
771.76001,771.76001,2016-09-15,773.799988,759.960022,762.890015,GOOG,1305100
762.48999,762.48999,2016-09-14,767.679993,759.109985,759.609985,GOOG,1087400
759.690002,759.690002,2016-09-13,766.219971,755.799988,764.47998,GOOG,1395000
769.02002,769.02002,2016-09-12,770.289978,754.00,755.130005,GOOG,1311000
759.659973,759.659973,2016-09-09,773.244995,759.659973,770.099976,GOOG,1885500
775.320007,775.320007,2016-09-08,780.349976,773.580017,778.590027,GOOG,1270300
780.349976,780.349976,2016-09-07,782.72998,776.200012,780.00,GOOG,893700
780.080017,780.080017,2016-09-06,782.00,771.00,773.450012,GOOG,1442800
771.460022,771.460022,2016-09-02,773.919983,768.409973,773.01001,GOOG,1072700
768.780029,768.780029,2016-09-01,771.02002,764.299988,769.25,GOOG,925100
767.049988,767.049988,2016-08-31,769.090027,765.380005,767.01001,GOOG,1248600
769.090027,769.090027,2016-08-30,774.466003,766.840027,769.330017,GOOG,1130000
772.150024,772.150024,2016-08-29,774.98999,766.61499,768.73999,GOOG,847600
769.539978,769.539978,2016-08-26,776.080017,765.849976,769.00,GOOG,1166700
769.409973,769.409973,2016-08-25,771.890015,763.184998,767.00,GOOG,926900
769.640015,769.640015,2016-08-24,774.50,767.070007,770.580017,GOOG,1072000
772.080017,772.080017,2016-08-23,776.440002,771.784973,775.47998,GOOG,928200
772.150024,772.150024,2016-08-22,774.539978,770.049988,773.27002,GOOG,951400
775.419983,775.419983,2016-08-19,777.099976,773.130005,775.00,GOOG,861500
777.50,777.50,2016-08-18,782.859985,777.00,780.01001,GOOG,719400
779.909973,779.909973,2016-08-17,780.809998,773.530029,777.320007,GOOG,924200
777.140015,777.140015,2016-08-16,780.97998,773.44397,780.299988,GOOG,1028000
782.440002,782.440002,2016-08-15,787.48999,780.109985,783.75,GOOG,938200
783.219971,783.219971,2016-08-12,783.39502,780.400024,781.50,GOOG,740500
784.849976,784.849976,2016-08-11,789.75,782.969971,785.00,GOOG,975100
784.679993,784.679993,2016-08-10,786.812012,782.778015,783.75,GOOG,786400
784.26001,784.26001,2016-08-09,788.940002,780.570007,781.099976,GOOG,1318900
781.76001,781.76001,2016-08-08,782.630005,778.091003,782.00,GOOG,1107900
782.219971,782.219971,2016-08-05,783.039978,772.340027,773.780029,GOOG,1801200
771.609985,771.609985,2016-08-04,774.070007,768.794983,772.219971,GOOG,1140300
773.179993,773.179993,2016-08-03,773.210022,766.820007,767.179993,GOOG,1287400
771.070007,771.070007,2016-08-02,775.840027,767.849976,768.690002,GOOG,1784500
772.880005,772.880005,2016-08-01,780.429993,761.090027,761.090027,GOOG,2700500
768.789978,768.789978,2016-07-29,778.549988,766.77002,772.710022,GOOG,3841500
745.909973,745.909973,2016-07-28,748.650024,739.299988,747.039978,GOOG,3530200
741.77002,741.77002,2016-07-27,744.460022,737.00,738.280029,GOOG,1512500
738.419983,738.419983,2016-07-26,741.690002,734.27002,739.039978,GOOG,1186700
739.77002,739.77002,2016-07-25,742.609985,737.50,740.669983,GOOG,1032400
742.73999,742.73999,2016-07-22,743.23999,736.559998,741.859985,GOOG,1259800
738.630005,738.630005,2016-07-21,741.690002,735.830994,740.359985,GOOG,1026300
741.190002,741.190002,2016-07-20,742.130005,737.099976,737.330017,GOOG,1289700
736.960022,736.960022,2016-07-19,736.98999,729.00,729.890015,GOOG,1227500
733.780029,733.780029,2016-07-18,736.130005,721.190002,722.710022,GOOG,1295500
719.849976,719.849976,2016-07-15,725.73999,719.054993,725.72998,GOOG,1279300
720.950012,720.950012,2016-07-14,722.210022,718.030029,721.580017,GOOG,950200
716.97998,716.97998,2016-07-13,724.00,716.849976,723.619995,GOOG,935900
720.640015,720.640015,2016-07-12,722.940002,715.909973,719.119995,GOOG,1336900
715.090027,715.090027,2016-07-11,716.51001,707.23999,708.049988,GOOG,1111800
705.630005,705.630005,2016-07-08,705.710022,696.434998,699.50,GOOG,1575200
695.359985,695.359985,2016-07-07,698.200012,688.215027,698.080017,GOOG,1304200
697.77002,697.77002,2016-07-06,701.679993,689.090027,689.97998,GOOG,1411900
694.950012,694.950012,2016-07-05,696.940002,688.880005,696.059998,GOOG,1462600
699.210022,699.210022,2016-07-01,700.650024,692.130005,692.200012,GOOG,1344700
692.099976,692.099976,2016-06-30,692.320007,683.650024,685.469971,GOOG,1597700
684.109985,684.109985,2016-06-29,687.429016,681.409973,683.00,GOOG,1932600
680.039978,680.039978,2016-06-28,680.330017,673.00,678.969971,GOOG,2173800
668.26001,668.26001,2016-06-27,672.299988,663.283997,671.00,GOOG,2629000
675.219971,675.219971,2016-06-24,689.400024,673.450012,675.169983,GOOG,4449000
701.869995,701.869995,2016-06-23,701.950012,687.00,697.450012,GOOG,2171400
697.460022,697.460022,2016-06-22,700.859985,693.08197,699.059998,GOOG,1184300
695.940002,695.940002,2016-06-21,702.77002,692.01001,698.400024,GOOG,1465600
693.710022,693.710022,2016-06-20,702.47998,693.409973,698.77002,GOOG,2082500
691.719971,691.719971,2016-06-17,708.820007,688.452026,708.650024,GOOG,3402400
710.359985,710.359985,2016-06-16,716.650024,703.26001,714.909973,GOOG,1982500
718.919983,718.919983,2016-06-15,722.97998,717.309998,719.00,GOOG,1214500
718.27002,718.27002,2016-06-14,722.469971,713.119995,716.47998,GOOG,1306100
718.359985,718.359985,2016-06-13,725.440002,716.51001,716.51001,GOOG,1258900
719.409973,719.409973,2016-06-10,725.890015,716.429993,719.469971,GOOG,1216400
728.580017,728.580017,2016-06-09,729.539978,722.335999,722.869995,GOOG,988900
728.280029,728.280029,2016-06-08,728.570007,720.580017,723.960022,GOOG,1583700
716.650024,716.650024,2016-06-07,721.97998,716.549988,719.840027,GOOG,1336200
716.549988,716.549988,2016-06-06,724.909973,714.609985,724.909973,GOOG,1565300
722.340027,722.340027,2016-06-03,729.48999,720.559998,729.27002,GOOG,1226300
730.400024,730.400024,2016-06-02,733.02002,724.169983,732.50,GOOG,1341800
734.150024,734.150024,2016-06-01,737.210022,730.659973,734.530029,GOOG,1253600
735.719971,735.719971,2016-05-31,739.72998,731.26001,731.73999,GOOG,2129500
732.659973,732.659973,2016-05-27,733.935974,724.00,724.01001,GOOG,1974000
724.119995,724.119995,2016-05-26,728.330017,720.280029,722.869995,GOOG,1576300
725.27002,725.27002,2016-05-25,727.51001,719.705017,720.76001,GOOG,1629200
720.090027,720.090027,2016-05-24,720.969971,706.859985,706.859985,GOOG,1929500
704.23999,704.23999,2016-05-23,711.478027,704.179993,706.530029,GOOG,1330700
709.73999,709.73999,2016-05-20,714.580017,700.52002,701.619995,GOOG,1828400
700.320007,700.320007,2016-05-19,706.00,696.799988,702.359985,GOOG,1670200
706.630005,706.630005,2016-05-18,711.599976,700.630005,703.669983,GOOG,1766800
706.22998,706.22998,2016-05-17,721.52002,704.109985,715.98999,GOOG,2001200
716.48999,716.48999,2016-05-16,718.47998,705.650024,709.130005,GOOG,1317100
710.830017,710.830017,2016-05-13,716.661987,709.26001,711.929993,GOOG,1314500
713.309998,713.309998,2016-05-12,719.25,709.00,717.059998,GOOG,1360700
715.289978,715.289978,2016-05-11,724.47998,712.799988,723.409973,GOOG,1692100
723.179993,723.179993,2016-05-10,723.50,715.719971,716.75,GOOG,1569600
712.900024,712.900024,2016-05-09,718.710022,710.00,712.00,GOOG,1510300
711.119995,711.119995,2016-05-06,711.859985,698.106995,698.380005,GOOG,1826100
701.429993,701.429993,2016-05-05,702.320007,695.719971,697.700012,GOOG,1683500
695.700012,695.700012,2016-05-04,699.75,689.01001,690.48999,GOOG,1693500
692.359985,692.359985,2016-05-03,697.840027,692.00,696.869995,GOOG,1543800
698.210022,698.210022,2016-05-02,700.640015,691.00,697.630005,GOOG,1645300
693.01001,693.01001,2016-04-29,697.619995,689.00,690.700012,GOOG,2487700
691.02002,691.02002,2016-04-28,714.169983,689.549988,708.26001,GOOG,2867300
705.840027,705.840027,2016-04-27,708.97998,692.36499,707.289978,GOOG,3098600
708.140015,708.140015,2016-04-26,725.765991,703.026001,725.419983,GOOG,2744600
723.150024,723.150024,2016-04-25,723.929993,715.590027,716.099976,GOOG,1959200
718.77002,718.77002,2016-04-22,736.119995,713.609985,726.299988,GOOG,5951900
759.140015,759.140015,2016-04-21,760.450012,749.549988,755.380005,GOOG,3060500
752.669983,752.669983,2016-04-20,758.132019,750.01001,758.00,GOOG,1529200
753.929993,753.929993,2016-04-19,769.900024,749.330017,769.51001,GOOG,2030500
766.609985,766.609985,2016-04-18,768.049988,757.299988,760.460022,GOOG,1556000
759.00,759.00,2016-04-15,761.00,752.69397,753.97998,GOOG,1809300
753.200012,753.200012,2016-04-14,757.309998,752.705017,754.01001,GOOG,1135300
751.719971,751.719971,2016-04-13,754.380005,744.260986,749.159973,GOOG,1707100
743.090027,743.090027,2016-04-12,743.830017,731.01001,738.00,GOOG,1353000
736.099976,736.099976,2016-04-11,745.00,736.049988,743.02002,GOOG,1220100
739.150024,739.150024,2016-04-08,745.450012,735.549988,743.969971,GOOG,1290800
740.280029,740.280029,2016-04-07,747.00,736.280029,745.369995,GOOG,1453200
745.690002,745.690002,2016-04-06,746.23999,735.559998,735.77002,GOOG,1053700
737.799988,737.799988,2016-04-05,742.799988,735.369995,738.00,GOOG,1132300
745.289978,745.289978,2016-04-04,752.799988,742.429993,750.059998,GOOG,1134200
749.909973,749.909973,2016-04-01,750.340027,737.00,738.599976,GOOG,1576700
744.950012,744.950012,2016-03-31,750.849976,740.940002,749.25,GOOG,1718800
750.530029,750.530029,2016-03-30,757.880005,748.73999,750.099976,GOOG,1782400
744.77002,744.77002,2016-03-29,747.25,728.76001,734.590027,GOOG,1903800
733.530029,733.530029,2016-03-28,738.98999,732.50,736.789978,GOOG,1301300
735.299988,735.299988,2016-03-24,737.747009,731.00,732.01001,GOOG,1594900
738.059998,738.059998,2016-03-23,745.719971,736.150024,742.359985,GOOG,1432100
740.75,740.75,2016-03-22,745.00,737.460022,737.460022,GOOG,1269700
742.090027,742.090027,2016-03-21,742.50,733.515991,736.50,GOOG,1836500
737.599976,737.599976,2016-03-18,742.00,731.830017,741.859985,GOOG,2980700
737.780029,737.780029,2016-03-17,743.070007,736.00,736.450012,GOOG,1860800
736.090027,736.090027,2016-03-16,737.469971,724.51001,726.369995,GOOG,1624400
728.330017,728.330017,2016-03-15,732.289978,724.77002,726.919983,GOOG,1721000
730.48999,730.48999,2016-03-14,735.50,725.150024,726.809998,GOOG,1718300
726.820007,726.820007,2016-03-11,726.919983,717.125,720.00,GOOG,1970800
712.820007,712.820007,2016-03-10,716.440002,703.359985,708.119995,GOOG,2833500
705.23999,705.23999,2016-03-09,705.679993,694.00,698.469971,GOOG,1421500
693.969971,693.969971,2016-03-08,703.789978,685.340027,688.590027,GOOG,2076300
695.159973,695.159973,2016-03-07,708.091003,686.900024,706.900024,GOOG,2985100
710.890015,710.890015,2016-03-04,716.48999,706.02002,714.98999,GOOG,1972100
712.419983,712.419983,2016-03-03,719.450012,706.02002,718.679993,GOOG,1958000
718.849976,718.849976,2016-03-02,720.00,712.00,719.00,GOOG,1629000
718.809998,718.809998,2016-03-01,718.809998,699.77002,703.619995,GOOG,2151400
697.77002,697.77002,2016-02-29,710.890015,697.679993,700.320007,GOOG,2481100
705.070007,705.070007,2016-02-26,713.429993,700.859985,708.580017,GOOG,2243500
705.75,705.75,2016-02-25,705.97998,690.585022,700.01001,GOOG,1642200
699.559998,699.559998,2016-02-24,700.00,680.780029,688.919983,GOOG,1963600
695.849976,695.849976,2016-02-23,708.400024,693.580017,701.450012,GOOG,2009300
706.460022,706.460022,2016-02-22,713.23999,702.51001,707.450012,GOOG,1949800
700.909973,700.909973,2016-02-19,703.080994,694.049988,695.030029,GOOG,1589300
697.349976,697.349976,2016-02-18,712.349976,696.030029,710.00,GOOG,1883200
708.400024,708.400024,2016-02-17,709.75,691.380005,698.090027,GOOG,2492600
691.00,691.00,2016-02-16,698.00,685.049988,692.97998,GOOG,2520000
682.400024,682.400024,2016-02-12,693.75,678.599976,690.26001,GOOG,2141400
683.109985,683.109985,2016-02-11,689.349976,668.867981,675.00,GOOG,3024000
684.119995,684.119995,2016-02-10,701.309998,682.130005,686.859985,GOOG,2638000
678.109985,678.109985,2016-02-09,699.900024,668.77002,672.320007,GOOG,3608900
682.73999,682.73999,2016-02-08,684.030029,663.059998,667.849976,GOOG,4247400
683.570007,683.570007,2016-02-05,703.98999,680.150024,703.869995,GOOG,5105700
708.01001,708.01001,2016-02-04,727.00,701.859985,722.809998,GOOG,5168700
726.950012,726.950012,2016-02-03,774.50,720.50,770.219971,GOOG,6171000
764.650024,764.650024,2016-02-02,789.869995,764.650024,784.50,GOOG,6348100
752.00,752.00,2016-02-01,757.859985,743.27002,750.460022,GOOG,5139200
742.950012,742.950012,2016-01-29,744.98999,726.799988,731.530029,GOOG,3474300
730.960022,730.960022,2016-01-28,733.690002,712.349976,722.219971,GOOG,2676400
699.98999,699.98999,2016-01-27,718.234985,694.390015,713.669983,GOOG,2194200
713.039978,713.039978,2016-01-26,718.280029,706.47998,713.849976,GOOG,1331700
711.669983,711.669983,2016-01-25,729.679993,710.01001,723.580017,GOOG,1711700
725.25,725.25,2016-01-22,728.130005,720.120972,723.599976,GOOG,2011800
706.590027,706.590027,2016-01-21,719.190002,694.460022,702.179993,GOOG,2412200
698.450012,698.450012,2016-01-20,706.849976,673.26001,688.609985,GOOG,3445000
701.789978,701.789978,2016-01-19,709.97998,693.409973,703.299988,GOOG,2268100
694.450012,694.450012,2016-01-15,706.73999,685.369995,692.289978,GOOG,3592400
714.719971,714.719971,2016-01-14,721.924988,689.099976,705.380005,GOOG,2225800
700.559998,700.559998,2016-01-13,734.73999,698.609985,730.849976,GOOG,2501700
726.070007,726.070007,2016-01-12,728.75,717.317017,721.679993,GOOG,2024500
716.030029,716.030029,2016-01-11,718.85498,703.539978,716.609985,GOOG,2090600
714.469971,714.469971,2016-01-08,733.22998,713.00,731.450012,GOOG,2450900
726.390015,726.390015,2016-01-07,738.50,719.059998,730.309998,GOOG,2963700
743.619995,743.619995,2016-01-06,747.179993,728.919983,730.00,GOOG,1947000
742.580017,742.580017,2016-01-05,752.00,738.640015,746.450012,GOOG,1950700
741.840027,741.840027,2016-01-04,744.059998,731.257996,743.00,GOOG,3272800
758.880005,758.880005,2015-12-31,769.50,758.340027,769.50,GOOG,1489600
771.00,771.00,2015-12-30,777.599976,766.900024,776.599976,GOOG,1293300
776.599976,776.599976,2015-12-29,779.97998,766.429993,766.690002,GOOG,1765000
762.51001,762.51001,2015-12-28,762.98999,749.52002,752.919983,GOOG,1515300
748.400024,748.400024,2015-12-24,751.349976,746.619995,749.549988,GOOG,527200
750.309998,750.309998,2015-12-23,754.210022,744.00,753.469971,GOOG,1565900
750.00,750.00,2015-12-22,754.849976,745.530029,751.650024,GOOG,1365400
747.77002,747.77002,2015-12-21,750.00,740.00,746.130005,GOOG,1525700
739.309998,739.309998,2015-12-18,754.130005,738.150024,746.51001,GOOG,3148700
749.429993,749.429993,2015-12-17,762.679993,749.00,762.419983,GOOG,1553400
758.090027,758.090027,2015-12-16,760.590027,739.434998,750.00,GOOG,1993300
743.400024,743.400024,2015-12-15,758.080017,743.01001,753.00,GOOG,2666200
747.77002,747.77002,2015-12-14,748.72998,724.169983,741.789978,GOOG,2412500
738.869995,738.869995,2015-12-11,745.710022,736.75,741.159973,GOOG,2224400
749.460022,749.460022,2015-12-10,755.849976,743.830017,752.849976,GOOG,1984900
751.609985,751.609985,2015-12-09,764.22998,737.000977,759.169983,GOOG,2700000
762.369995,762.369995,2015-12-08,764.799988,754.200012,757.890015,GOOG,1829500
763.25,763.25,2015-12-07,768.72998,755.090027,767.77002,GOOG,1812300
766.809998,766.809998,2015-12-04,768.48999,750.00,753.099976,GOOG,2757300
752.539978,752.539978,2015-12-03,768.994995,745.630005,766.01001,GOOG,2590600
762.380005,762.380005,2015-12-02,775.955017,758.960022,768.900024,GOOG,2230400
767.039978,767.039978,2015-12-01,768.950012,746.700012,747.109985,GOOG,2134600
742.599976,742.599976,2015-11-30,754.929993,741.27002,748.809998,GOOG,2097600
750.26001,750.26001,2015-11-27,753.409973,747.48999,748.460022,GOOG,838500
748.150024,748.150024,2015-11-25,752.00,746.059998,748.140015,GOOG,1122100
748.280029,748.280029,2015-11-24,755.278992,737.630005,752.00,GOOG,2333100
755.97998,755.97998,2015-11-23,762.708008,751.820007,757.450012,GOOG,1414500
756.599976,756.599976,2015-11-20,757.919983,743.00,746.530029,GOOG,2212300
738.409973,738.409973,2015-11-19,742.00,737.429993,738.73999,GOOG,1327100
740.00,740.00,2015-11-18,741.409973,727.00,727.580017,GOOG,1684300
725.299988,725.299988,2015-11-17,731.844971,723.026978,729.289978,GOOG,1510900
728.960022,728.960022,2015-11-16,729.48999,711.330017,715.599976,GOOG,1905900
717.00,717.00,2015-11-13,731.150024,716.72998,729.169983,GOOG,2075500
731.22998,731.22998,2015-11-12,737.799988,728.64502,731.00,GOOG,1837200
735.400024,735.400024,2015-11-11,741.00,730.22998,732.460022,GOOG,1366400
728.320007,728.320007,2015-11-10,730.590027,718.50,724.400024,GOOG,1608000
724.890015,724.890015,2015-11-09,734.710022,719.429993,730.200012,GOOG,2069800
733.76001,733.76001,2015-11-06,735.409973,727.01001,731.50,GOOG,1511600
731.25,731.25,2015-11-05,739.47998,729.469971,729.469971,GOOG,1861600
728.109985,728.109985,2015-11-04,733.099976,721.900024,722.00,GOOG,1706700
722.159973,722.159973,2015-11-03,724.650024,714.719971,718.859985,GOOG,1565400
721.109985,721.109985,2015-11-02,721.619995,705.849976,711.059998,GOOG,1886300
710.809998,710.809998,2015-10-30,718.00,710.049988,715.72998,GOOG,1908800
716.919983,716.919983,2015-10-29,718.26001,710.01001,710.50,GOOG,1456000
712.950012,712.950012,2015-10-28,712.97998,703.080017,707.330017,GOOG,2178900
708.48999,708.48999,2015-10-27,713.619995,704.549988,707.380005,GOOG,2245800
712.780029,712.780029,2015-10-26,719.150024,701.26001,701.549988,GOOG,2716600
702.00,702.00,2015-10-23,730.00,701.50,727.50,GOOG,6653900
651.789978,651.789978,2015-10-22,657.799988,644.01001,646.700012,GOOG,4071000
642.609985,642.609985,2015-10-21,655.869995,641.72998,654.150024,GOOG,1791100
650.280029,650.280029,2015-10-20,664.719971,644.195007,664.039978,GOOG,2490000
666.099976,666.099976,2015-10-19,666.820007,659.580017,661.179993,GOOG,1477300
662.200012,662.200012,2015-10-16,664.969971,657.200012,664.109985,GOOG,1611100
